Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0101.a3.txt,2011.3,1096.05,734.46,451.98,0,0,3
0102.a3.txt,1859.12,1120.09,531.18,369.52,1,0,1
0103.a3.txt,2119.01,870.83,1088.53,522.5,8,0,1
0104.a3.txt,1702.67,1105.46,635.32,533.67,3,0,0
0105.a3.txt,1702.94,1306.02,640.2,781.05,1,0,0
0106.a3.txt,2218.09,954.15,780.67,594.8,1,0,0
0107.a3.txt,2320.3,1034.05,857.5,466.58,3,0,0
0109.a3.txt,1900.51,1262.76,420.92,433.67,2,0,0
0110.a3.txt,2015.02,1251.56,650.81,500.63,1,0,0
0111.a3.txt,1976.13,1167.11,530.5,397.88,2,0,2
0112.a3.txt,2097.16,1054.5,722.75,616.11,1,0,0
0115.a3.txt,2238.22,1178.01,667.54,719.9,0,0,1
0118.a3.txt,2556.05,1091.18,881.91,343.8,0,0,1
0119.a3.txt,2190.94,1089.35,734.39,452.88,1,0,0
0120.a3.txt,2123.39,1033.0,918.22,545.19,0,0,0
0121.a3.txt,1871.73,1007.85,471.2,575.92,3,0,0
0122.a3.txt,2404.91,1092.02,674.85,441.72,0,0,0
0125.a3.txt,2109.86,923.85,1036.2,461.92,1,0,3
0127.a3.txt,1977.56,995.79,757.36,546.98,8,0,1
0128.a3.txt,2067.11,1127.52,510.07,657.72,2,0,2
0130.a3.txt,1660.9,980.39,703.58,703.58,2,0,0
0131.a3.txt,2177.22,1063.29,708.86,683.54,0,0,0
0133.a3.txt,1938.46,1025.64,564.1,635.9,4,0,2
0134.a3.txt,2089.37,978.26,1002.42,591.79,0,0,0
0135.a3.txt,2028.06,1109.69,650.51,420.92,1,0,0
0136.a3.txt,2065.34,1225.2,641.77,443.41,0,0,0
0137.a3.txt,2027.36,920.4,796.02,671.64,0,0,0
0138.a3.txt,2074.07,1274.07,637.04,355.56,0,0,0
0139.a3.txt,1976.44,1348.17,654.45,340.31,0,0,0
0142.a3.txt,2186.31,1140.68,988.59,304.18,0,0,0
0143.a3.txt,2197.41,940.07,599.29,399.53,4,0,1
0146.a3.txt,1664.61,1430.33,616.52,505.55,3,0,0
0149.a3.txt,2114.12,1163.13,577.91,636.43,0,0,0
0155.a3.txt,1914.66,1050.33,754.92,459.52,2,0,0
0156.a3.txt,2002.5,1163.95,575.72,413.02,1,0,0
0157.a3.txt,1432.04,1201.46,594.66,558.25,1,0,0
0158.a3.txt,1768.71,1183.67,761.9,489.8,1,0,0
0159.a3.txt,2222.22,1111.11,567.63,603.86,2,0,2
0161.a3.txt,2113.4,953.61,850.52,476.8,0,0,0
0162.a3.txt,2420.79,887.2,722.43,392.9,0,0,1
0163.a3.txt,1774.94,986.08,696.06,614.85,0,0,1
0165.a3.txt,1811.11,1200.0,622.22,466.67,2,0,1
0168.a3.txt,1819.37,1230.37,680.63,484.29,1,0,2
0169.a3.txt,2319.71,1057.69,612.98,444.71,2,0,0
0171.a3.txt,1827.03,1297.3,659.46,540.54,2,0,0
0172.a3.txt,2115.16,1081.08,775.56,434.78,1,0,0
0173.a3.txt,2233.15,1207.87,561.8,519.66,1,0,0
0174.a3.txt,1980.47,1087.87,1157.6,446.3,0,0,0
0175.a3.txt,1903.55,1180.2,558.38,368.02,1,0,0
0176.a3.txt,2218.18,1054.55,509.09,412.12,2,0,1
0177.a3.txt,1866.67,1033.33,677.78,688.89,4,0,0
0178.a3.txt,2201.06,1015.87,804.23,634.92,0,0,0
0179.a3.txt,2261.9,1178.57,583.33,404.76,2,0,2
0182.a3.txt,2068.16,1128.08,646.3,611.05,0,0,0
0185.a3.txt,2050.11,1082.0,592.26,478.36,0,0,1
0186.a3.txt,1913.81,1026.62,811.15,735.11,1,0,0
0187.a3.txt,1814.77,1013.77,913.64,475.59,2,0,0
