Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0140.c1.txt,1729.05,919.45,504.48,419.04,33,0,4
0165.c1.txt,1894.74,789.47,615.38,291.5,20,0,7
0200.c1.txt,1308.51,1021.64,654.25,533.47,17,0,3
0219.c1.txt,1622.52,960.26,622.52,516.56,21,0,5
0238.c1.txt,1303.67,1163.15,468.38,296.64,20,0,0
0501.c1.txt,1437.46,1036.63,497.58,442.29,18,0,3
0502.c1.txt,1554.57,1211.93,482.23,507.61,13,0,3
