,Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
116,1100.a4.txt,1424.08,1109.95,617.8,429.32,6,0,2
117,1102.a4.txt,1405.94,1099.01,801.98,425.74,7,1,3
118,1103.a4.txt,1544.8,1040.16,566.43,494.34,9,0,2
119,1104.a4.txt,1628.6,983.12,685.2,337.64,9,0,2
120,1112.a4.txt,1449.14,1142.03,614.2,537.43,7,0,1
121,1121.a4.txt,1570.4,1092.06,568.59,541.52,7,0,2
122,2000.a4.txt,1780.54,952.38,641.82,445.13,6,0,2
123,2005.a4.txt,1627.3,1119.86,507.44,533.68,7,0,3
124,2007.a4.txt,1406.88,1113.36,475.71,445.34,7,1,3
125,2008.a4.txt,1304.91,1214.47,788.11,503.88,4,0,1
126,2011.a4.txt,1789.08,922.79,790.96,376.65,8,0,2
127,2012.a4.txt,1627.91,1021.59,664.45,290.7,10,0,1
128,2014.a4.txt,1360.07,1063.64,671.32,401.05,7,0,1
129,2015.a4.txt,1578.95,1041.89,601.5,494.09,10,1,3
130,2017.a4.txt,1665.03,1067.58,626.84,430.95,6,0,0
131,2018.a4.txt,1759.26,1028.81,740.74,442.39,10,0,1
132,2019.a4.txt,1536.08,1278.35,484.54,412.37,6,0,1
133,2020.a4.txt,1381.78,1248.72,552.71,388.95,5,0,1
134,2021.a4.txt,1421.52,1273.45,473.84,414.61,3,0,1
135,2022.a4.txt,1476.25,1232.35,500.64,359.44,9,0,2
136,2024.a4.txt,1342.08,1231.08,554.99,494.45,9,0,1
137,2028.a4.txt,1725.96,1125.0,668.27,346.15,14,1,3
138,2030.a4.txt,1396.55,1267.24,482.76,422.41,7,0,2
139,2031.a4.txt,1587.9,982.99,652.17,472.59,10,0,2
140,2032.a4.txt,1597.86,1016.82,519.88,412.84,8,0,1
141,2034.a4.txt,1457.01,1138.54,469.75,469.75,10,0,3
142,2035.a4.txt,1460.56,1148.98,379.75,447.91,3,0,1
143,2036.a4.txt,1170.83,1199.62,642.99,412.67,6,0,0
144,2038.a4.txt,1745.04,982.24,626.96,417.97,6,0,2
145,2039.a4.txt,1690.14,967.14,610.33,507.04,8,0,3
146,2040.a4.txt,1400.0,1270.0,440.0,350.0,7,0,2
147,2042.a4.txt,1463.41,1043.9,653.66,273.17,9,0,0
148,2044.a4.txt,1655.54,1094.79,707.61,307.08,7,1,1
149,2046.a4.txt,1407.91,1051.11,723.24,424.3,9,0,1
150,2048.a4.txt,1684.7,1035.55,734.16,332.3,8,0,3
151,2049.a4.txt,1882.18,897.99,560.34,301.72,9,0,5
152,2050.a4.txt,1440.16,1085.19,699.8,212.98,5,0,1
153,2055.a4.txt,1455.3,977.13,582.12,353.43,9,0,0
154,2056.a4.txt,1305.16,1230.05,676.06,572.77,7,0,0
155,2057.a4.txt,1677.35,1132.48,608.97,555.56,7,0,1
156,2058.a4.txt,1483.61,926.23,983.61,401.64,10,0,3
157,2059.a4.txt,1520.47,1003.9,614.04,389.86,7,0,3
158,2061.a4.txt,1317.31,1019.23,730.77,355.77,8,1,3
159,2062.a4.txt,1229.43,1219.75,609.87,416.26,7,0,1
160,2064.a4.txt,1425.51,1189.71,535.91,353.7,8,0,0
161,2065.a4.txt,1054.1,1184.7,569.03,410.45,11,0,2
162,2066.a4.txt,1682.93,1109.76,731.71,451.22,9,0,2
163,2067.a4.txt,1290.66,1101.78,577.12,430.22,9,0,1
164,2069.a4.txt,1384.3,1363.64,578.51,485.54,8,0,1
165,2071.a4.txt,1130.74,1154.3,612.49,447.59,8,0,0
166,2072.a4.txt,1699.03,1184.47,650.49,485.44,5,0,5
167,2074.a4.txt,1449.0,1267.87,600.57,371.78,6,0,2
168,2075.a4.txt,1418.62,1035.68,522.19,443.86,10,0,1
169,2076.a4.txt,1445.54,1178.22,594.06,455.45,4,0,1
170,3001.a4.txt,1493.82,1303.52,504.28,485.25,3,0,0
171,3003.a4.txt,1812.82,1121.42,716.69,328.84,5,0,0
172,3020.a4.txt,1424.12,1205.82,509.36,561.33,8,0,0
173,3026.a4.txt,1540.7,1199.13,625.0,399.71,4,0,0
174,3037.a4.txt,1447.37,1094.5,657.89,400.72,18,1,7
175,3042.a4.txt,1289.34,1350.25,558.38,598.98,6,0,0
176,3062.a4.txt,1732.42,960.55,771.87,488.85,6,0,4
177,3065.a4.txt,1389.76,1274.82,449.32,658.31,4,0,4
178,4023.a4.txt,1301.83,1137.9,617.16,559.31,8,1,0
179,4028.a4.txt,1453.61,1298.97,525.77,505.15,4,0,2
180,4030.a4.txt,1348.31,1367.04,449.44,561.8,7,0,0
181,4031.a4.txt,1273.82,1223.67,391.17,491.47,6,0,0
182,4034.a4.txt,1390.59,1380.37,613.5,541.92,5,0,1
183,4045.a4.txt,1520.08,1080.31,564.05,564.05,7,0,0
184,5009.a4.txt,1414.47,1019.74,697.37,322.37,5,0,1
