task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load packages,2024-05-19T12:58:12,assignment 3,c30ad76c-3778-42d7-a18b-f862d13bc947,1.1261773109436035,1.0381965716500809e-05,9.202714742114885e-06,42.5,0.0,141.20075225830078,1.331706378195021e-05,0,4.4226893675181606e-05,5.7543957457131815e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
create arguments,2024-05-19T12:58:12,assignment 3,c30ad76c-3778-42d7-a18b-f862d13bc947,0.002390623092651367,1.734739090350208e-08,7.440457209952182e-06,42.5,0.0,141.20075225830078,2.6015937328338712e-08,0,7.013517233644961e-08,9.615110966478663e-08,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
load data,2024-05-19T12:58:13,assignment 3,c30ad76c-3778-42d7-a18b-f862d13bc947,0.8036508560180664,7.384392101669375e-06,9.200772404205193e-06,42.5,0.0,141.20075225830078,9.473485582404668e-06,0,3.145586792816176e-05,4.092935351056642e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
load model,2024-05-19T12:58:29,assignment 3,c30ad76c-3778-42d7-a18b-f862d13bc947,16.39724636077881,0.00015092871001512798,9.205810508658289e-06,42.5,0.0,141.20075225830078,0.00019354955272542104,0,0.0006430006252785914,0.0008365501780040126,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
find similar words,2024-05-19T12:58:30,assignment 3,c30ad76c-3778-42d7-a18b-f862d13bc947,0.10067057609558105,8.714682356911587e-07,9.126552943137287e-06,42.5,0.0,141.20075225830078,1.124658021661978e-06,0,3.7056152087871315e-06,4.830273230449055e-06,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
select artist,2024-05-19T12:58:30,assignment 3,c30ad76c-3778-42d7-a18b-f862d13bc947,0.0798947811126709,7.614846731799285e-07,9.15765841664736e-06,42.5,0.0,141.20075225830078,9.803586535983642e-07,0,3.2403104214381775e-06,4.220669075036569e-06,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
counting words,2024-05-19T12:58:30,assignment 3,c30ad76c-3778-42d7-a18b-f862d13bc947,0.005606651306152344,4.979653672642823e-08,8.721472071897647e-06,42.5,0.0,141.20075225830078,6.633036666445409e-08,0,2.0967611121707266e-07,2.7600647788149964e-07,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
print results,2024-05-19T12:58:30,assignment 3,c30ad76c-3778-42d7-a18b-f862d13bc947,0.0020132064819335938,1.5923280495940212e-08,7.934784255345612e-06,42.5,0.0,141.20075225830078,2.2629896799725765e-08,0,6.56278185942518e-08,8.825771539392336e-08,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
