task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load packages,2024-05-22T14:38:48,assignment 1,afb3697a-135d-49fe-88e0-bb86dcca276a,2.232409954071045,2.0560816053584394e-05,9.204281848309447e-06,42.5,0.0,141.20075225830078,2.6370190911822853e-05,0,8.759191959591135e-05,0.00011396211050773421,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
load model,2024-05-22T14:38:52,assignment 1,afb3697a-135d-49fe-88e0-bb86dcca276a,4.333598852157593,4.037289767844122e-05,9.20550365025243e-06,42.5,0.0,141.20075225830078,5.1774679124355326e-05,0,0.00017199954339469062,0.00022377422251904588,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
create path to dir,2024-05-22T14:38:52,assignment 1,afb3697a-135d-49fe-88e0-bb86dcca276a,0.0011186599731445312,8.020887538861003e-09,6.826712801906425e-06,42.5,0.0,141.20075225830078,1.2784202893580143e-08,0,3.167304382715964e-08,4.445724672072623e-08,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
sort directory,2024-05-22T14:38:52,assignment 1,afb3697a-135d-49fe-88e0-bb86dcca276a,0.001501321792602539,1.127892317146921e-08,7.481770136610153e-06,42.5,0.0,141.20075225830078,1.672191752327321e-08,0,4.579359185754271e-08,6.251550938084303e-08,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
extract features,2024-05-22T14:49:06,assignment 1,afb3697a-135d-49fe-88e0-bb86dcca276a,613.78018450737,0.005650667608960037,9.206358843336682e-06,42.5,0.0,141.20075225830078,0.007245997569130527,0,0.024073868569281582,0.03131986613841211,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
calculate averages,2024-05-22T14:49:06,assignment 1,afb3697a-135d-49fe-88e0-bb86dcca276a,0.08798766136169434,7.962771767667381e-07,9.117541925432796e-06,42.5,0.0,141.20075225830078,1.027901139523911e-06,0,3.38561179580657e-06,4.413512935334818e-06,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
plotting,2024-05-22T14:49:07,assignment 1,afb3697a-135d-49fe-88e0-bb86dcca276a,0.7212698459625244,6.634159132972578e-06,9.197793571209649e-06,42.5,0.0,141.20075225830078,8.513167334927088e-06,0,2.825788174538879e-05,3.6771049080314144e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.1,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
