task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load packages,2024-05-02T17:09:39,assignment 4,de9b8bd9-5e27-44e1-a5a4-cf6a487ec694,5.096259593963623,4.694317684602637e-05,9.20554133648721e-06,42.5,0.0,141.20075225830078,6.0200611584716375e-05,0,0.00019999059353908706,0.0002601912051238034,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
load model,2024-05-02T17:09:46,assignment 4,de9b8bd9-5e27-44e1-a5a4-cf6a487ec694,7.165363788604736,6.595683379156283e-05,9.205720482351579e-06,42.5,0.0,141.20075225830078,8.45827266573906e-05,0,0.000280995174613895,0.0003655779012712857,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
load data,2024-05-02T17:09:46,assignment 4,de9b8bd9-5e27-44e1-a5a4-cf6a487ec694,0.03963494300842285,3.60177830395554e-07,9.112596224774816e-06,42.5,0.0,141.20075225830078,4.654975401030602e-07,0,1.530854433622129e-06,1.9963519737252163e-06,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
sentiment analysis,2024-05-02T17:54:13,assignment 4,de9b8bd9-5e27-44e1-a5a4-cf6a487ec694,2667.228260278702,0.02455544204965547,9.206364082017418e-06,42.5,0.0,141.20075225830078,0.031488067877292636,0,0.1046149930681533,0.13610306094544594,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
fix labels,2024-05-02T17:54:13,assignment 4,de9b8bd9-5e27-44e1-a5a4-cf6a487ec694,0.02061009407043457,1.8659556490566165e-07,9.056953517017997e-06,42.5,0.0,141.20075225830078,2.425170607042726e-07,0,7.917232307530497e-07,1.0342402914642612e-06,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
update dataframe,2024-05-02T17:54:13,assignment 4,de9b8bd9-5e27-44e1-a5a4-cf6a487ec694,0.09767961502075195,8.965443038383425e-07,9.16975592807924e-06,42.5,0.0,141.20075225830078,1.1529453926642508e-06,0,3.816316564805855e-06,4.969261957449289e-06,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
plot distribution of emotion labels for every season,2024-05-02T17:54:15,assignment 4,de9b8bd9-5e27-44e1-a5a4-cf6a487ec694,1.2161931991577148,1.1178315739015371e-05,9.203039806815753e-06,42.5,0.0,141.20075225830078,1.4338074624538344e-05,0,4.761979952891404e-05,6.195787415344545e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
plot emotion freq across seasons,2024-05-02T17:54:16,assignment 4,de9b8bd9-5e27-44e1-a5a4-cf6a487ec694,1.4109447002410889,1.2951098749238582e-05,9.203227600362902e-06,42.5,0.0,141.20075225830078,1.6611774100200316e-05,0,5.517207645373834e-05,7.178385055392478e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
