task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load packages,2024-05-02T16:44:43,assignment 2 vectorizer,e9cd3e0f-665b-4ef7-87af-3af5b38b9176,0.8587117195129395,7.922804132277306e-06,9.199567206115068e-06,42.5,0.0,141.20075225830078,1.01658562819163e-05,0,3.374774508977225e-05,4.391360137168855e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
create vectorizer,2024-05-02T16:44:43,assignment 2 vectorizer,e9cd3e0f-665b-4ef7-87af-3af5b38b9176,0.002644777297973633,2.051946871574025e-08,8.052478453621276e-06,42.5,0.0,141.20075225830078,2.8962890307108647e-08,0,8.477004496398595e-08,1.137329352710929e-07,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
