task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load packages,2024-05-02T16:56:05,assignment 3,f6b8a607-157f-4e1a-9eb6-595842378d92,1.118032693862915,1.0311892630309305e-05,9.202046926118855e-06,42.5,0.0,141.20075225830078,1.3227689762910208e-05,0,4.392787470576423e-05,5.7155564468674436e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
create arguments,2024-05-02T16:56:05,assignment 3,f6b8a607-157f-4e1a-9eb6-595842378d92,0.002063274383544922,1.719391025488466e-08,7.865251015127468e-06,42.5,0.0,141.20075225830078,2.4678972032334963e-08,0,7.062144286464728e-08,9.530041489698394e-08,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
load data,2024-05-02T16:56:06,assignment 3,f6b8a607-157f-4e1a-9eb6-595842378d92,0.7709259986877441,7.07916602475352e-06,9.198156777989914e-06,42.5,0.0,141.20075225830078,9.084189434846246e-06,0,3.0153392318379695e-05,3.923758175322594e-05,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
load model,2024-05-02T16:56:24,assignment 3,f6b8a607-157f-4e1a-9eb6-595842378d92,18.44503927230835,0.0001697865784472894,9.20597377883488e-06,42.5,0.0,141.20075225830078,0.00021772920058833227,0,0.0007233441870298066,0.0009410733876181388,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
find similar words,2024-05-02T16:56:24,assignment 3,f6b8a607-157f-4e1a-9eb6-595842378d92,0.07019424438476562,6.256726956268242e-07,9.086840940582592e-06,42.5,0.0,141.20075225830078,8.099701669481054e-07,0,2.6579360044252107e-06,3.467906171373235e-06,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
select artist,2024-05-02T16:56:25,assignment 3,f6b8a607-157f-4e1a-9eb6-595842378d92,0.018889665603637695,1.0049857756202639e-06,9.166760957963747e-06,42.5,0.0,141.20075225830078,1.2929242518213042e-06,0,4.277394539099104e-06,5.5703187909204085e-06,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
counting words,2024-05-02T16:56:25,assignment 3,f6b8a607-157f-4e1a-9eb6-595842378d92,0.010523796081542969,9.442990857213684e-08,8.904801098155219e-06,42.5,0.0,141.20075225830078,1.2389587031471196e-07,0,3.9949929298477207e-07,5.233951632993214e-07,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
print results,2024-05-02T16:56:25,assignment 3,f6b8a607-157f-4e1a-9eb6-595842378d92,0.0018458366394042969,1.4177495007871481e-08,7.743810915678524e-06,42.5,0.0,141.20075225830078,2.0490752326108924e-08,0,5.809062540718113e-08,7.858137773320874e-08,Denmark,DNK,capital region,,,Linux-5.4.256.el8-x86_64-with-glibc2.35,3.10.12,2.3.5,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,12.5775,55.684,376.53533935546875,machine,N
